2023-11-16T08:44:53Z;19;***0
2023-11-16T08:46:58Z;19;4.2e-8
2023-11-16T08:52:52Z;21;2.8e-9

2023-11-16T08:55:06Z;22;***100
2023-11-16T08:55:37Z;22;2.4e-9
2023-11-16T08:57:15Z;23;
2023-11-16T08:58:19Z;24;
2023-11-16T08:59:09Z;24;

2023-11-16T09:00:06Z;25;***600
2023-11-16T09:00:33Z;25;
2023-11-16T09:01:04Z;26;
2023-11-16T09:02:08Z;27;
2023-11-16T09:03:01Z;30;
2023-11-16T09:04:01Z;35;
2023-11-16T09:05:04Z;43;
2023-11-16T09:06:08Z;53;
2023-11-16T09:07:13Z;65;
2023-11-16T09:08:17Z;77;
2023-11-16T09:09:25Z;91;
2023-11-16T09:10:30Z;106;
2023-11-16T09:11:35Z;123;
2023-11-16T09:12:39Z;140;
2023-11-16T09:13:43Z;157;
2023-11-16T09:15:02Z;180;
2023-11-16T09:16:08Z;199;
2023-11-16T09:17:11Z;216;
2023-11-16T09:18:21Z;234;
2023-11-16T09:19:30Z;253;
2023-11-16T09:20:36Z;268;
2023-11-16T09:21:39Z;282;
2023-11-16T09:22:47Z;296;
2023-11-16T09:23:57Z;309;
2023-11-16T09:26:10Z;331;
2023-11-16T09:27:15Z;341;
2023-11-16T09:28:19Z;351;
2023-11-16T09:29:24Z;360;
2023-11-16T09:30:47Z;370;
2023-11-16T09:33:41Z;388;
2023-11-16T09:34:10Z;391;
2023-11-16T09:35:04Z;395;
2023-11-16T09:39:08Z;413;
2023-11-16T09:40:44Z;418;
2023-11-16T09:41:51Z;421;
2023-11-16T09:42:57Z;424;
2023-11-16T09:44:01Z;427;
2023-11-16T09:45:36Z;431;
2023-11-16T09:47:01Z;434;
2023-11-16T09:48:24Z;436;
2023-11-16T09:49:48Z;439;
2023-11-16T09:50:53Z;440;
2023-11-16T09:52:01Z;441;
2023-11-16T09:53:05Z;442;
2023-11-16T09:54:11Z;443;
2023-11-16T09:56:04Z;445;
2023-11-16T09:57:11Z;446;
2023-11-16T09:58:17Z;447;
2023-11-16T09:59:24Z;447;
2023-11-16T10:00:28Z;448;
2023-11-16T10:01:32Z;448;
2023-11-16T10:02:53Z;449;
2023-11-16T10:04:37Z;449;
2023-11-16T10:07:01Z;450;
2023-11-16T10:09:10Z;451;
2023-11-16T10:11:55Z;451;
2023-11-16T10:14:37Z;452;
2023-11-16T10:17:10Z;452;
2023-11-16T10:22:17Z;452;
2023-11-16T10:26:23Z;453;
2023-11-16T10:29:06Z;453;
2023-11-16T10:30:42Z;453;
2023-11-16T10:31:25Z;453;
2023-11-16T10:31:56Z;453;
2023-11-16T10:32:47Z;453;
2023-11-16T10:33:43Z;453;
2023-11-16T10:34:41Z;453;

2023-11-16T10:35:06Z;454;***650
2023-11-16T10:35:25Z;454;2.6e-9
2023-11-16T10:35:55Z;455;
2023-11-16T10:36:19Z;456;
2023-11-16T10:36:57Z;459;
2023-11-16T10:38:27Z;464;
2023-11-16T10:39:05Z;466;
2023-11-16T10:41:03Z;471;
2023-11-16T10:44:16Z;477;
2023-11-16T10:46:20Z;480;
2023-11-16T10:48:29Z;483;
2023-11-16T10:50:35Z;485;
2023-11-16T10:52:42Z;487;
2023-11-16T10:54:52Z;489;
2023-11-16T10:56:57Z;489;
2023-11-16T10:58:51Z;490;
2023-11-16T11:00:07Z;491;
2023-11-16T11:02:40Z;491;
2023-11-16T11:04:52Z;492;
2023-11-16T11:06:56Z;493;
2023-11-16T11:09:09Z;493;
2023-11-16T11:10:12Z;493;
2023-11-16T11:11:15Z;493;
2023-11-16T11:12:36Z;493;
2023-11-16T11:13:22Z;493;

2023-11-16T11:15:06Z;493;***700
2023-11-16T11:15:24Z;494;
2023-11-16T11:16:25Z;498;
2023-11-16T11:17:28Z;503;
2023-11-16T11:19:34Z;511;
2023-11-16T11:21:38Z;517;
2023-11-16T11:23:07Z;520;
2023-11-16T11:25:09Z;524;
2023-11-16T11:26:32Z;526;
2023-11-16T11:28:06Z;528;
