2023-10-23T13:03:29Z;19;3.2e-10
2023-10-23T13:08:34Z;19;3.1e-10
2023-10-23T13:13:04Z;20;3.1e-10
2023-10-23T13:14:25Z;20;
2023-10-23T13:15:47Z;20;
2023-10-23T13:15:58Z;21;
2023-10-23T13:18:31Z;22;5.9e-10
2023-10-23T13:18:44Z;23;
2023-10-23T13:19:36Z;24;6.7e-10
2023-10-23T13:20:54Z;26;
2023-10-23T13:22:10Z;28;
2023-10-23T13:22:45Z;30;
2023-10-23T13:24:07Z;33;
2023-10-23T13:26:09Z;37;
2023-10-23T13:27:13Z;41;
2023-10-23T13:28:04Z;46;
2023-10-23T13:28:20Z;48;
2023-10-23T13:28:27Z;50;
2023-10-23T13:29:40Z;64;
2023-10-23T13:29:57Z;68;
2023-10-23T13:30:25Z;75;7.7e-8
2023-10-23T13:32:30Z;110;
2023-10-23T13:33Z;121;6.9e-8
2023-10-23T13:34:50Z;161;
2023-10-23T13:35:41Z;180;
2023-10-23T13:36:02Z;188;6.4e-8
2023-10-23T13:37:39Z;228;
2023-10-23T13:38:12Z;240;
2023-10-23T13:38:37Z;251;
2023-10-23T13:39:35Z;272;
2023-10-23T13:41:15Z;307;
2023-10-23T13:41:34Z;314;
2023-10-23T13:42:32Z;331;
2023-10-23T13:44:07Z;359;
2023-10-23T13:44:47Z;369;
2023-10-23T13:46:22Z;393;
2023-10-23T13:48:17Z;420;
2023-10-23T13:50:37Z;446;
2023-10-23T13:51:13Z;452;6.0e-8
2023-10-23T13:53:03Z;468;
2023-10-23T13:58:19Z;503;
2023-10-23T13:59:09Z;508;
2023-10-23T14:00Z;512;6.5e-8
2023-10-23T14:02:19Z;523;
2023-10-23T14:03:36Z;528;
2023-10-23T14:04:36Z;530;
2023-10-23T14:06:18Z;533;
2023-10-23T14:08:24Z;536;
2023-10-23T14:10:05Z;538;
2023-10-23T14:12:40Z;541;
2023-10-23T14:15:56Z;545;
2023-10-23T14:19:39Z;548;
2023-10-23T14:25:27Z;551;
2023-10-23T14:26:38Z;552;4.3e-8
2023-10-23T14:30:12Z;554;
2023-10-23T14:32:50Z;555;
2023-10-23T14:36:12Z;554;
2023-10-23T14:38:29Z;553;
2023-10-23T14:39:56Z;554;
2023-10-23T14:41:23Z;554;
2023-10-23T14:43:30Z;554;
2023-10-23T14:46:01Z;554;
2023-10-23T14:47:39Z;554;
2023-10-23T14:50:43Z;555;
2023-10-23T14:54:11Z;556;
2023-10-23T14:54:58Z;556;3.3e-8
2023-10-23T14:55:53Z;556;
2023-10-23T14:57:01Z;564;
2023-10-23T14:58:02Z;574;
2023-10-23T14:58:53Z;581;
2023-10-23T15:00:29Z;590;
2023-10-23T15:01:50Z;596;6.0e-8
2023-10-23T15:04:51Z;607;
2023-10-23T15:05:23Z;608;
2023-10-23T15:06:54Z;610;
2023-10-23T15:09:43Z;602;
2023-10-23T15:09:54Z;601;
2023-10-23T15:10:01Z;600;
2023-10-23T15:10:13Z;599;
2023-10-23T15:13:01Z;586;
2023-10-23T15:15:52Z;601;
2023-10-23T15:21:40Z;614;
2023-10-23T15:24:57Z;618;
2023-10-23T15:34Z;579;
2023-10-23T15:38:01Z;572;
2023-10-23T15:47:50Z;565;
2023-10-23T15:50:07Z;546;
2023-10-23T15:53:54Z;481;
2023-10-23T15:54:43Z;468;
2023-10-23T15:56:37Z;441;
2023-10-23T16:00:19Z;397;
2023-10-23T16:05:04Z;353;
2023-10-23T16:06:11Z;344;
2023-10-23T16:08:11Z;329;
2023-10-23T16:11:24Z;308;
2023-10-23T16:16:06Z;280;
2023-10-23T16:17:16Z;273;
2023-10-23T16:18:12Z;269;
2023-10-23T16:21:49Z;263;
2023-10-23T16:29:28Z;408;
2023-10-23T16:30:25Z;423;
2023-10-23T16:34Z;417;
2023-10-23T16:37:41Z;384;
2023-10-23T16:39:25Z;371;
2023-10-23T16:40:35Z;357;
2023-10-23T16:44:28Z;401;
