SP,ST,ET,LB,LMin,LMax,LMean,LSD,UMin,UMax,UMean,USD
750,2024-03-15T02:50:04,30.614466666666665,0.5,412.88431955419946,594.7007745280152,548.9873045901421,48.4239511416108,594.7408039058131,598.891417558249,595.7465338593396,0.8753645459040883
550,2024-03-15T03:30:04,0.039900000000000005,0.5,600.7508501455013,600.7508501455013,600.7508501455013,0,455.5235674890191,600.2072915506533,503.5848184623314,39.72445875032938
800,2024-03-15T03:50:04,28.3645,0.5,445.0512223105179,640.649549845414,595.479444681313,49.643727325177345,640.6892759291977,643.2460814938684,642.2348265899217,0.6987447605307271
600,2024-03-15T04:30:04,0.03886666666666667,0.5,648.1106375358067,648.1106375358067,648.1106375358067,0,491.9486196203643,647.3756583391117,540.7631821971494,41.83452231795009
850,2024-03-15T04:49:34,26.270833333333332,0.5,481.01358184823766,689.3878814151551,642.9228120800084,52.26178927602376,689.4287547948331,691.3023214467057,690.6975738816709,0.4713142025989708
650,2024-03-15T05:30:04,17.40716666666667,0.5,534.5849389275616,697.462640918995,582.6817522353616,44.09228716780015,527.2390059658483,534.525617023224,531.805389544297,2.0521372224987267
900,2024-03-15T05:50:04,24.2592,0.5,516.0971422079601,736.826609579259,690.4397711585428,55.15563516764309,736.8666487340001,739.4625738640957,738.4378974537317,0.6962281395086949
700,2024-03-15T06:30:04,0.029966666666666666,0.5,744.9649710416561,744.9649710416561,744.9649710416561,0,575.6069658919942,744.1655350062323,626.8762651466252,45.74216623805238
950,2024-03-15T06:45:04,23.15853333333333,0.5,561.3857107171207,787.1444763076958,743.0313119583035,54.66103232145779,786.3155282886946,788.8032839256175,787.8656160572868,0.4717654188297137
750,2024-03-15T07:25:09,13.1254,0.5,621.2618377004343,794.4175088662887,672.1931094292455,46.721227442528665,613.7280396034482,621.187741372469,618.200314829556,2.1125703399876032
1000,2024-03-15T07:40:09,21.6186,0.5,600.3912316208589,838.5421640845956,796.6218770977149,56.51404640391592,836.3994052827384,840.5615100593832,838.8821056272504,0.8472965839401527
800,2024-03-15T08:19:39,0.0209,0.5,842.6739802749944,842.6739802749944,842.6739802749944,0,671.0979987667133,842.0161239656885,724.8940291467197,46.9728773625498
1050,2024-03-15T08:30:09,16.417099999999998,0.5,654.9024762585177,887.6896941200741,845.1705453222622,55.8026358330561,887.7147602405998,889.4041668325158,888.6969936648657,0.4796736502469839
850,2024-03-15T08:55:09,0.019866666666666664,0.5,894.4216496139998,894.4216496139998,894.4216496139998,0,713.4960041651138,893.6216281363961,768.1813320244669,48.790205998686126
1100,2024-03-15T09:05:09,15.5584,0.5,695.7627390512498,942.033606293209,899.606958485767,57.45854026150959,941.9850970346706,943.8136637954613,942.7249982351103,0.558281466604441
900,2024-03-15T09:30:09,0.019866666666666664,0.5,948.9604057876859,948.9604057876859,948.9604057876859,0,756.2859657837521,947.8715051633328,810.4425142263178,50.462375981761134
1150,2024-03-15T09:40:09,15.209333333333332,0.5,739.4894158803509,993.8237911496205,952.8071500711374,57.78322187029183,992.4204990908584,996.2312261852549,994.5058534742514,0.8841616965442148
950,2024-03-15T10:05:09,0.0159,0.5,1000.1809151257039,1000.1809151257039,1000.1809151257039,0,809.4482000553407,999.3149474338808,865.4160623823027,51.28102451271546
1200,2024-03-15T10:14:39,13.924166666666668,0.5,810.030818477273,1046.1019298784672,1006.256947806635,55.57980096929256,1046.1224921146636,1047.640308375475,1046.9814047013538,0.45170317446054803
1000,2024-03-15T10:35:09,8.929666666666666,0.5,850.3123989368119,1054.3207835574867,903.0693041769224,53.52030699103883,845.2569677295073,850.2678865540513,848.4263200749649,1.4152010093260496
1250,2024-03-15T10:45:14,11.396333333333333,0.5,827.2183237792342,1096.682430257797,1052.8937146299688,62.02131195105872,1096.6973050456177,1098.5330617256327,1097.3616128321253,0.49318579219874814
1050,2024-03-15T11:00:14,0.009899999999999999,0.5,1100.056898099574,1100.056898099574,1100.056898099574,0,919.2887593956416,1099.4889665815977,977.3762537931805,50.170014601548665
1300,2024-03-15T11:05:14,8.092,0.5,903.1743670665892,1147.5566143631631,1100.4744639447752,60.502478327659695,1147.3299638486758,1152.5161836047946,1148.183001123841,1.2841120160937491
1100,2024-03-15T11:15:11,0.009933333333333332,0.5,1153.170803213492,1153.170803213492,1153.170803213492,0,965.5715019361432,1152.6869837018646,1023.6354537636798,52.89496479633256
1350,2024-03-15T11:20:14,7.452333333333333,0.5,949.1070641383994,1199.8452822702538,1152.0007515733578,62.558405174146245,1198.8445043437619,1205.3208296204857,1200.0043904813444,1.4448349182764877
1150,2024-03-15T11:29:44,0.0109,0.5,1206.6291531895986,1206.6291531895986,1206.6291531895986,0,1008.3309056779585,1205.492595711382,1061.1453567870667,52.19483177876848
1400,2024-03-15T11:35:15,7.728766666666667,0.5,988.2546200992656,1254.2514300116059,1207.4347393688179,64.03443319825364,1252.8177110143615,1259.1784921196459,1254.0767610233506,1.3641058614903991
1200,2024-03-15T11:45:15,0.0098,0.5,1261.2112251764047,1261.2112251764047,1261.2112251764047,0,1060.7851728013702,1260.0073736637553,1110.8045639865745,52.46724748267997
1450,2024-03-15T11:50:15,7.6615,0.5,1039.2307531608967,1309.3106753903073,1263.7230682018585,64.25818507660442,1306.9935916028312,1313.178051248994,1308.5152596278144,1.3126599512618178
1250,2024-03-15T12:00:15,0.009766666666666667,0.5,1315.8137975207646,1315.8137975207646,1315.8137975207646,0,1107.092162258652,1314.4838905562924,1158.2201416410762,53.22763962378632
