0.0    0.0    0.0    0.0    0.0
1.0    18.725721085920394    27.835615652849118    14.170773802456033    32.39056293631348
2.0    37.45144217184078    55.67123130569824    28.34154760491206    64.78112587262697
3.0    57.92654432994342    80.7180679799371    46.53078250494657    92.11382980493396
4.0    80.7449476481742    101.7477049088168    70.2435690178529    112.2490835391381
5.0    108.72254856875482    131.9841231564452    97.09176127490962    143.6149104502904
6.0    164.25244171628387    183.8278238076172    154.4647506706172    193.61551485328386
7.0    211.9118436845969    239.07598105856826    198.32977499761122    252.65804974555394
8.0    251.224272243016    281.10984231569216    236.2814872066779    296.05262735203024
9.0    270.2683028284424    314.0902067103368    248.35735088749522    336.001158651284
10.0    276.4628442288721    333.4928298790401    247.9478514037881    362.00782270412407
11.0    278.91920940521703    342.2860945697833    247.23576682293387    373.9695371520665
12.0    281.2303677363773    346.43178136274764    248.62966092319203    379.0324881759329
13.0    283.83766791427286    349.1640494414969    251.1744771506609    381.82724020510886
14.0    285.94065139260306    351.55782557238376    253.13206430271265    384.3664126622742
15.0    287.6741509505383    352.99622393220136    255.01311445970686    385.6572604230328
16.0    288.97438324966924    354.1319306256212    256.3956095616933    386.71070431359715
17.0    290.58321663677106    355.46291516383116    258.14336737324106    387.90276442736115
18.0    292.65325152540504    357.47437810506676    260.24268823557424    389.88494139489757
19.0    294.4293460125213    359.93434611781464    261.67684595987464    392.6868461704613
20.0    295.72289743679164    362.29106833820686    262.43881198608403    395.57515378891446
21.0    296.93804412858384    364.7196242408043    263.0472540724736    398.61041429691454
22.0    298.33017753314846    366.88711765628864    264.0517074715784    401.16558771785867
23.0    300.30029931357114    368.63736063121803    266.1317686547477    402.8058912900415
24.0    302.3110034575488    370.4645191354161    268.23424561861515    404.5412769743497
25.0    304.2893678966836    372.65997570751205    270.10406399126936    406.8452796129263
26.0    305.7484897644656    375.71548677191856    270.76499126073907    410.6989852756451
27.0    306.8426658314941    378.1050003721012    271.2114985611906    413.7361676424047
28.0    308.7771409632402    380.6594786155853    272.83597213706764    416.6006474417578
29.0    311.7688847030961    387.8368066318209    273.7349237387337    425.87076759618327
30.0    315.6854055214689    402.0687236385309    272.4937464629379    445.2603826970619
